"Estimates of interprovincial migrants by province or territory of origin and destination, annual" 1 2 3 4
"Annual"
"Table: 17-10-0022-01 (formerly CANSIM 051-0019)"
"Geography: Province or territory"

"","Newfoundland and Labrador, province of origin 5",,,,,"Prince Edward Island, province of origin 5",,,,,"Nova Scotia, province of origin 5",,,,,"New Brunswick, province of origin 5",,,,,"Quebec, province of origin 5",,,,,"Ontario, province of origin 5",,,,,"Manitoba, province of origin 5",,,,,"Saskatchewan, province of origin 5",,,,,"Alberta, province of origin 5",,,,,"British Columbia, province of origin 5",,,,,"Yukon, province of origin 5",,,,,"Northwest Territories including Nunavut, province of origin (Terminated) 6 7",,,,,"Northwest Territories, province of origin 8",,,,,"Nunavut, province of origin 8",,,,
"Geography, province of destination","2013 / 2014","2014 / 2015","2015 / 2016","2016 / 2017","2017 / 2018","2013 / 2014","2014 / 2015","2015 / 2016","2016 / 2017","2017 / 2018","2013 / 2014","2014 / 2015","2015 / 2016","2016 / 2017","2017 / 2018","2013 / 2014","2014 / 2015","2015 / 2016","2016 / 2017","2017 / 2018","2013 / 2014","2014 / 2015","2015 / 2016","2016 / 2017","2017 / 2018","2013 / 2014","2014 / 2015","2015 / 2016","2016 / 2017","2017 / 2018","2013 / 2014","2014 / 2015","2015 / 2016","2016 / 2017","2017 / 2018","2013 / 2014","2014 / 2015","2015 / 2016","2016 / 2017","2017 / 2018","2013 / 2014","2014 / 2015","2015 / 2016","2016 / 2017","2017 / 2018","2013 / 2014","2014 / 2015","2015 / 2016","2016 / 2017","2017 / 2018","2013 / 2014","2014 / 2015","2015 / 2016","2016 / 2017","2017 / 2018","2013 / 2014","2014 / 2015","2015 / 2016","2016 / 2017","2017 / 2018","2013 / 2014","2014 / 2015","2015 / 2016","2016 / 2017","2017 / 2018","2013 / 2014","2014 / 2015","2015 / 2016","2016 / 2017","2017 / 2018"
"","Persons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Newfoundland and Labrador, province of destination","..","..","..","..","..","88","103","96","98","183","968","934","786","616","732","407","325","351","280","324","223","187","186","187","228","2,272","2,295","2,128","1,791","1,934","129","158","172","142","144","112","138","129","118","144","2,219","2,318","2,216","1,764","1,522","353","370","392","269","337","9","11","3","7","14","..t","..t","..t","..t","..t","101","76","71","81","45","113","97","70","47","65"
"Prince Edward Island, province of destination","84","72","108","130","258","..","..","..","..","..","427","441","450","433","451","313","365","369","351","486","100","129","115","120","199","648","683","925","1,236","1,266","40","43","32","18","31","45","54","37","52","93","371","439","640","487","460","136","117","146","259","219","5","6","18","2","0","..t","..t","..t","..t","..t","6","12","25","17","23","23","6","9","19","9"
"Nova Scotia, province of destination","994","982","987","1,100","1,266","550","530","494","488","556","..","..","..","..","..","2,048","2,110","2,175","1,973","2,254","705","735","735","763","807","4,815","4,788","4,970","5,504","6,106","377","360","328","350","455","317","274","330","337","413","2,312","2,734","3,637","3,129","2,657","1,073","1,102","1,230","1,449","1,765","42","41","42","51","56","..t","..t","..t","..t","..t","105","112","96","122","150","64","86","83","73","128"
"New Brunswick, province of destination","334","383","373","393","522","351","344","318","302","374","1,787","1,739","1,714","1,633","1,796","..","..","..","..","..","1,388","1,309","1,545","1,452","1,578","2,799","2,734","2,718","3,094","3,527","172","184","199","222","281","120","186","217","158","199","1,555","1,840","2,445","2,120","2,098","440","358","602","654","896","5","15","25","16","38","..t","..t","..t","..t","..t","46","45","43","41","43","58","47","49","51","61"
"Quebec, province of destination","173","186","196","220","362","88","100","85","96","160","556","687","628","635","801","1,272","1,276","1,456","1,289","1,635","..","..","..","..","..","10,260","9,909","10,862","10,884","12,729","402","364","403","489","659","230","256","347","357","469","1,625","2,009","3,086","3,009","2,803","1,765","1,650","2,007","2,361","2,686","42","48","42","23","54","..t","..t","..t","..t","..t","55","50","56","64","127","68","76","91","104","74"
"Ontario, province of destination","1,683","1,895","2,081","2,269","2,864","775","718","897","921","1,674","4,452","4,874","5,239","4,843","5,393","3,119","3,001","3,385","3,046","3,689","17,488","18,828","18,985","18,084","19,814","..","..","..","..","..","4,045","4,298","4,638","5,124","6,711","2,614","3,163","3,942","4,353","5,065","11,581","14,032","19,421","19,046","17,825","11,009","11,349","12,390","13,279","15,542","149","133","180","120","387","..t","..t","..t","..t","..t","254","247","283","318","537","246","336","349","314","426"
"Manitoba, province of destination","119","97","141","115","164","34","27","24","25","35","238","296","329","269","206","208","206","175","188","217","406","417","461","420","358","3,097","3,317","3,548","3,261","3,091","..","..","..","..","..","1,576","1,705","1,594","1,625","1,629","2,181","2,373","2,961","2,725","2,393","1,433","1,466","1,610","1,570","1,841","22","19","23","26","0","..t","..t","..t","..t","..t","60","61","51","55","83","78","38","77","71","43"
"Saskatchewan, province of destination","122","141","108","134","170","58","51","46","43","41","423","370","248","227","218","334","229","238","215","235","486","451","314","286","434","3,643","3,335","2,770","2,593","2,535","2,142","1,933","1,863","1,542","1,795","..","..","..","..","..","6,538","6,487","7,434","6,046","5,886","2,407","2,216","2,068","1,854","1,992","48","38","35","53","86","..t","..t","..t","..t","..t","150","76","113","101","124","20","19","23","36","40"
"Alberta, province of destination","2,648","2,433","1,738","1,828","3,058","908","880","528","401","459","5,402","5,141","3,046","2,466","2,804","3,962","3,470","2,203","1,586","1,832","6,610","6,787","4,006","2,758","2,483","28,370","25,660","16,163","13,197","15,024","5,402","5,253","3,985","3,567","4,673","9,267","9,510","8,249","7,682","9,927","..","..","..","..","..","23,326","21,196","15,933","15,870","20,904","399","307","293","212","286","..t","..t","..t","..t","..t","908","828","765","757","942","105","75","69","72","94"
"British Columbia, province of destination","439","512","496","507","581","262","266","330","266","426","1,446","1,474","1,663","1,198","1,310","762","881","872","651","714","3,235","3,662","3,788","3,295","3,125","15,039","17,905","17,666","15,846","14,601","3,427","3,943","4,090","3,856","4,279","3,822","4,438","4,551","4,062","4,471","22,757","26,901","29,304","26,644","24,453","..","..","..","..","..","596","587","554","433","451","..t","..t","..t","..t","..t","414","367","423","395","344","82","90","51","57","99"
"Yukon, province of destination","16","9","16","10","35","4","7","8","15","12","64","28","68","47","48","28","14","18","28","8","65","66","64","90","79","294","243","297","291","275","48","46","46","39","69","29","46","64","56","134","277","270","289","383","345","453","458","515","470","549","..","..","..","..","..","..t","..t","..t","..t","..t","93","140","125","112","105","19","21","21","17","25"
"Northwest Territories including Nunavut, province of destination (Terminated) 9","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t","..t"
"Northwest Territories, province of destination 8","82","67","78","52","40","14","17","6","14","9","135","117","114","88","143","62","77","51","75","27","67","90","103","102","74","457","411","448","376","389","63","63","74","67","114","53","87","55","66","88","456","469","571","503","418","330","285","248","271","220","18","53","32","36","54","..t","..t","..t","..t","..t","..","..","..","..","..","52","85","64","63","75"
